Projeto;Ementa;Palavras-chave;Promoventes
PL 295/1996;DETERMINA O LIMITE MÁXIMO DE ALTURA PARA AS  EDIFICA- ÇÕES, NO MUNICÍPIO DE S.P., SITUADAS NUM RAIO   MAIOR OU IGUAL A 15(QUINZE QUILOMÊTROS) EM RELAÇÃO À  PRAÇA DA SÉ, COMO SENDO NO MÁXIMO 10(DEZ) ANDARES OU TRINTA METROS DE ALTURA, E DÁ OUTRAS PROVIDÊNCIAS.;ALTURA | CODIGO DE OBRAS E EDIFICACOES | CONSTRUCAO | DISTANCIA | EDIFICIO | IMOVEL | IMOVEL IRREGULAR | LIMITACAO | PAVIMENTO | PAVIMENTO TERREO | PENALIDADE | PMSP | PRAZO | PROXIMIDADE | RECADASTRAMENTO | REGULARIZACAO | SE ( PRACA DA ) | SOLICITACAO;Ver. DARCIO ARRUDA (PPB)
PL 294/1996;DENOMINA IRMÃOS PAOLILLO O MINI-BALNEÁRRIO DO  JARDIM ALIANÇA, EM JAÇANÃ, E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DO JACANA / TREMEMBE | BALNEARIO | BENS MUNICIPAIS | DENOMINACAO | JACANA ( DISTRITO ) | JERONIMO FURTADO ( RUA GENERAL ) | MINI BALNEARIO | MINI BALNEARIO IRMAOS PAOLILLO | MINI BALNEARIO JARDIM ALIANCA | SECRETARIA MUNICIPAL DE ESPORTES, LAZER E RECREACAO | VINCULACAO;Ver. TONINHO PAIVA (PL)
PL 293/1996;ACRESCENTA PARÁGRAFO 5o. AO ARTIGO 2o. DA LEI No.  8. 730 de 07 DE JULHO DE 1978, E DÁ OUTRAS PROVIDÊNCIAS.;ALTERACAO | ANUNCIO | CADAN | CADASTRO | CARACTERIZACAO | CONTRIBUINTE | FACHADA | FORMULARIO | FORNECIMENTO | IMOVEL TOMBADO | INFORMACAO | LEI 08.730/1978 | LOCALIZACAO | PATRIMONIO HISTORICO | POLUICAO VISUAL | PROIBICAO | PUBLICIDADE | REGISTRO | TAXA DE LICENCA DE PUBLICIDADE | UTILIZACAO;Ver. WADIH MUTRAN (PDT)
PL 292/1996;[VTA05]       SOBRE OS DIREITOS DAS CRIANÇAS USUÁRIAS DE ÔNI BUS URBANOS NO MUNICÍPIO DE SÃO PAULO, E DÁ    OUTRAS PROVIDÊNCIAS.;ALTURA | CATRACA | CRIANCA | DIGNIDADE | IMPLANTACAO | INFRACAO | MEDIDA | MULTA | ONIBUS | PASSAGEIRO | PRAZO | SEGURANCA | TRANSPORTE COLETIVO;Ver. ANA MARTINS (PC DO B)
PL 291/1996;ALTERA A DENOMINAÇÃO DA RUA SONHO GAUCHO CADLOG 23.44 1-9 JD. SÃO NICOLAU, PARA RUA JOSÉ DE ABREU, DISTRITO DA PONTE RASA, E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DA PENHA | ALTERACAO | DENOMINACAO | JARDIM SAO NICOLAU | JOSE DE ABREU ( RUA ) | LOGRADOURO PUBLICO | PONTE RASA ( DISTRITO ) | SONHO GAUCHO ( RUA );Ver. MIGUEL COLASUONNO (PPB)
PL 290/1996;DENOMINA CARLOS QUEIROZ TELES LOGRADOURO      PUBLICO INOMINADO,CODLOG 63.755-6, SITUADO NO DISTRITO     DE DE VILA ANDRADA,E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DE CAMPO LIMPO | ALTERACAO | CARLOS QUEIROS TELES ( AVENIDA ) | CARLOS QUEIROS TELES ( ESTRADA ) | DENOMINACAO | FIGUEIRA CHATA ( ESTRADA DA ) | JARDIM FONTE DO MORUMBI | LOGRADOURO PUBLICO | VILA ANDRADE ( DISTRITO );Ver. MIGUEL COLASUONNO (PPB)
PL 289/1996;PROÍBE A PROPAGANDA EXTERNA EM ÔNIBUS URBANOS E DÁ OU TRAS PROVIDÊNCIAS.;ACIDENTE DE TRANSITO | ANUNCIO | INFRACAO | LOCAL | MULTA | ONIBUS | POLUICAO VISUAL | PREVENCAO | PROIBICAO | PUBLICIDADE | TRANSPORTE COLETIVO;Ver. GABRIEL ORTEGA (PSDB)
PL 288/1996;DENOMINA PRAÇA NELSON GERALDO DE LACERDA, O LOGRADOU- RO SEM DENOMINAÇÃO LOCALIZADO ENTRE A RUA JAIME RODRI GUES, CADLOG 21333/0 E A RUA FREI PANTALEÃO DE AVEIRO CADLOG 73888/3, VILA SABARÁ, DISTRITO CAMPO GRANDE, E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DE SANTO AMARO | CAMPO GRANDE ( DISTRITO ) | DENOMINACAO | JAIME RODRIGUES ( RUA ) | LOGRADOURO PUBLICO | NELSON GERALDO DE LACERDA ( PRACA ) | PANTALEAO DE AVEIRO ( RUA FREI ) | PRACA PUBLICA | VILA SABARA;Ver. MARIO DIAS (DEM)
PL 287/1996;DENOMINA-SE RUA ICOARACY A ATUAL RUA CORNUCÓPIA LOCA- LIZADA NO JARDIM CIDADE DE PIRITUBA AR/PIRITUBA, E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DE PIRITUBA / JARAGUA | ALTERACAO | CORNUCOPIA ( RUA ) | DENOMINACAO | ICOARACI ( RUA ) | JARDIM CIDADE PIRITUBA | LOGRADOURO PUBLICO | PIRITUBA ( DISTRITO );Ver. JOOJI HATO (MDB)
PL 286/1996;CRIA A LINHA ESPECIAL DE ÔNIBUS PONTOS TURÍSTICOS,  E DÁ OUTRAS PROVIDÊNCIAS.;ANHEMBI ( EMPRESA ) | AR CONDICIONADO | BENS TURISTICOS | CIVISMO | DOMINGO | FERIADOS | FIM DE SEMANA | FOLHETO | INFORMACAO | ITINERARIO | LINHA DE ONIBUS | LINHA ESPECIAL DE ONIBUS PARA PONTOS TURISTICOS | ONIBUS | PATRIMONIO ARTISTICO | PATRIMONIO CULTURAL | PATRIMONIO HISTORICO | PATRIMONIO TURISTICO | PORTA DIANTEIRA | SABADO | SAUDE PUBLICA | SECRETARIA MUNICIPAL DE CULTURA | SECRETARIA MUNICIPAL DE ESPORTES, LAZER E RECREACAO | SECRETARIA MUNICIPAL DE TRANSPORTES | TECNICO DE TURISMO | TRANSPORTE COLETIVO | TURISMO | USUARIO | VISITA;Ver. TONINHO PAIVA (PL)
PL 285/1996;DENOMINA PRAÇA JOÃO PEREIRA BRINGEL O ESPAÇO INOMINA- DO EXISTENTE NO BAIRRO DO JARDIM ESMERALDA AR/BUTANTÃ E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DO BUTANTA | ANTONIO ROBERTO NETO ( RUA DOUTOR ) | DENOMINACAO | ESPACO PUBLICO | JARDIM ESMERALDA ( RIO PEQUENO ) | JOAO PEREIRA BRINGEL ( PRACA ) | JOSE MARIA ALKMIN ( AVENIDA PROFESSOR ) | LOGRADOURO PUBLICO | PLAUCIO ANGELO PRESSOTO ( RUA DOUTOR ) | PRACA PUBLICA | RIO PEQUENO ( DISTRITO );Ver. ZENAS PIRES (MDB)
PL 284/1996;INSTITUI E OFICIALIZA O PROGRAMA DAS FEIRAS LIVRES DE ABASTECIMENTO POPULAR DE SÃO PAULO, E DÁ OUTRAS PROVI DÊNCIAS.;ABASTECIMENTO POPULAR | ALTERACAO | COMISSAO | CRIACAO | EXTINCAO | FEIRA LIVRE | FEIRANTE | LEI MUNICIPAL | MUDANCA | OFICIALIZACAO | ORGANIZACAO | PROGRAMA DAS FEIRAS DE ABASTECIMENTO POPULAR;Ver. JOOJI HATO (MDB)
PL 283/1996;ALTERA NORMAS DE USO E OCUPAÇÃO DO SOLO  CONCERNENTES À RUA JOSÉ DE FREITAS GUIMARÃES, QUE ENCONTRA-SE COM- PREENDIDA ENTRE AS RUAS CARDOSO DE ALMEIDA E  CAIUBI, E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DA LAPA | ALTERACAO | CAIUBI ( RUA ) ( PERDIZES ) | CARDOSO DE ALMEIDA ( RUA ) | CORREDOR DE USO ESPECIAL | EXCLUSAO | JOSE DE FREITAS GUIMARAES ( RUA ) | LEI 07.805/1972 | LEI 09.411/1981 | PACAEMBU ( BAIRRO ) | PERDIZES ( DISTRITO ) | PERIMETRO DE ZONA | Z1-007 | Z8-CR2 | ZONA RESIDENCIAL | ZONEAMENTO;Ver. DARCIO ARRUDA (PPB)
PL 282/1996;INSTITUI NO MUNICÍPIO DE SÃO PAULO O DIA DA COSTUREI- RA, E DÁ OUTRAS PROVIDÊNCIAS.;CALENDARIO OFICIAL DE EVENTOS | COMEMORACAO | COSTUREIRO | DATA COMEMORATIVA | DIA DA COSTUREIRA;Ver. MOHAMAD SAID MOURAD (PL*)
PL 281/1996;REGULAMENTA PROGRAMAS ANUAIS DE ARBORIZAÇÃO PARA A CI DADE DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.;APRECIACAO | ARBORIZACAO | ARVORE | ARVORE FRUTIFERA | CMSP | CRIACAO | ENCAMINHAMENTO | LIMITACAO | LISTA | LOCAL | LOGRADOURO PUBLICO | MATA ATLANTICA | MONOCULTURA | OBRIGATORIEDADE | PERCENTAGEM | PLANTIO | POMAR | PRACA PUBLICA | PROGRAMA ANUAL DE ARBORIZACAO | PROIBICAO | REGULAMENTACAO | UTILIZACAO;Ver. JOOJI HATO (MDB)
PL 280/1996;DENOMINA PRAÇA VILA BANDEIRANTES, O ESPAÇO LIVRE, SEM DENOMINAÇÃO, SITUADO NO BAIRRO CIDADE LIDER AR/ITAQUE RA, E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DE ITAQUERA | CIDADE LIDER ( DISTRITO ) | DENOMINACAO | ESPACO LIVRE | ITAQUERA ( AVENIDA ) | LOGRADOURO PUBLICO | PRACA PUBLICA | SERRA DAS DIVISOES ( RUA ) | VILA BANDEIRANTES ( PRACA );Ver. DALMO PESSOA (MDB)
PL 279/1996;CRIA O MUSEU DO SAMBA NO MUNICÍPIO DE SÃO PAULO E  DÁ OUTRAS PROVIDÊNCIAS.;ACERVO | ATIVIDADE CULTURAL | BIBLIOGRAFIA | BIBLIOTECA | CATALOGACAO | CLASSIFICACAO | CONGRESSO | CRIACAO | DEPOIMENTO | DESFILE | DISCO | DIVULGACAO | EQUIPAMENTOS | ESCOLA DE SAMBA | ESCOLA PUBLICA | ESPACO | EVENTOS | EXPOSICAO | FANTASIA | FILME | FOTOGRAFIA | FUNCIONAMENTO | INFORMACAO | INSTALACAO | INTERCAMBIO | LEI 12.380/1997 | LIVRO | MATERIAL | MUSEU DO SAMBA | PESQUISA | POLO CULTURAL E ESPORTIVO GRANDE OTELO | PRODUCAO | PROMOCAO | SAMBA | SAMBISTA | SEMINARIO | SIMPOSIO | VIDEO TAPE | VISITA;Ver. VITAL NOLASCO (PC DO B)
PL 278/1996;INSTITUI A GALERIA DOS IMORTAIS DO SAMBA  PAULISTANO, E DÁ OUTRAS PROVIDÊNCIAS.;ACERVO | ARTISTA | CRIACAO | DIRETORIA | DISCO | ESCOLA DE SAMBA | EVENTOS | EXPOSICAO | FILME | FOTOGRAFIA | GALERIA DOS IMORTAIS DO SAMBA PAULISTANO | GOVERNO ESTADUAL | HOMENAGEM | LEI 12.401/1997 | LIVRO | PERSONAGEM ILUSTRE | PMSP | POLO CULTURAL E ESPORTIVO GRANDE OTELO | REPRESENTANTE | SAMBA | SAMBISTA | VIDEO TAPE;Ver. VITAL NOLASCO (PC DO B)
PL 277/1996;ALTERA NORMAS DE USO E OCUPAÇÃO DO SOLO EM TRECHO  DA RUA JOAQUIM NABUCO SITUADA NO DISTRITO DE CAMPO BELO, E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DE SANTO AMARO | ALTERACAO | CAMPO BELO ( DISTRITO ) | CONSTANTINO DE SOUSA ( RUA ) | CORREDOR DE USO ESPECIAL | EXCLUSAO | JOAQUIM NABUCO ( RUA ) ( CAMPO BELO ) | JOSE DINIZ ( AVENIDA VEREADOR ) | LEI 09.411/1981 | Z1-022 | Z8-CR1-I | ZONEAMENTO;Ver. ANA MARIA QUADROS (PSDB)
PL 276/1996;DISPÕE SOBRE CAMPANHA PERMANENTE DE INCENTIVO DE ARBO RIZAÇÃO DE RUAS, PRAÇAS E JARDINS DA CIDADE, E DÁ OU- TRAS PROVIDÊNCIAS.;ARBORIZACAO | ARVORE | ARVORE FRUTIFERA | CALCADA | CAMPANHA PERMANENTE DE INCENTIVO A ARBORIZACAO | CORTE DE ARVORE | DOACAO | GRATUIDADE | JARDIM | LEGISLACAO MUNICIPAL | LEI 12.196/1996 | LIMITACAO | LOCAL | LOGRADOURO PUBLICO | MUDAS | NORMAS | OBRIGATORIEDADE | PERCENTAGEM | PLANTAS ORNAMENTAIS | PLANTIO | PMSP | PODA DE ARVORE | POMAR | PRACA PUBLICA | QUANTIDADE | RESPONSABILIDADE;Ver. JOOJI HATO (MDB)
PL 275/1996;INSTITUI O DIA DO CLUBE REGATAS DO TIETÊ NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.;CALENDARIO OFICIAL DE EVENTOS | CLUBE DE REGATAS TIETE | DATA COMEMORATIVA | DIA DO CLUBE DE REGATAS TIETE;Ver. HANNA GHARIB (PPB)
PL 274/1996;DISPÕE SOBRE A DENOMINAÇÃO DE PRAÇA QUINTA DO SOL   A ÁREA VERDE EM ERMELINDO MATARAZZO, E DÁ OUTRAS PROVI- DÊNCIAS.;ADMINISTRACAO REGIONAL DE ERMELINO MATARAZZO | AREA VERDE | DENOMINACAO | ERMELINO MATARAZZO ( DISTRITO ) | LOGRADOURO PUBLICO | OLAVO EGIDIO DE SOUSA ARANHA ( RUA ) | PRACA PUBLICA | QUINTA DO SOL ( PRACA ) | QUINTA DO SOL ( RUA ) | VILA CISPER;Ver. MARCOS CINTRA (PSD)
PL 273/1996;INSTITUI O DIA VA VILA BEATRIZ, E DÁ OUTRAS PROVIDÊN- CIAS.;ASSOCIACAO COMUNITARIA | CALENDARIO OFICIAL DE EVENTOS | COMEMORACAO | DATA COMEMORATIVA | DIA DO BAIRRO VILA BEATRIZ ( PENHA ) | PARTICIPACAO | SOCIEDADE AMIGOS DE VILA BEATRIZ | VILA BEATRIZ ( PENHA );Ver. TONINHO PAIVA (PL)
PL 272/1996;[VTA05]       SOBRE A CRIAÇÃO DA CASA DO APOSENTADO, E DÁ OU TRAS PROVIDÊNCIAS.;ABRIGO | ACESSO | ALIMENTACAO | APOSENTADO | APOSENTADORIA | ARBORIZACAO | AREA MUNICIPAL | ASSISTENCIA MEDICA | ASSISTENCIA PSICOLOGICA | ASSISTENTE SOCIAL | ATIVIDADES | BAIXA RENDA | CASA DO APOSENTADO | CONSTRUCAO | CRIACAO | DOTACAO ORCAMENTARIA | ENFERMEIRO | HABITACAO | HIGIENE | IDOSO | IMPLANTACAO | LAZER | MANUTENCAO | MAO DE OBRA | MEDICO | NUTRICIONISTA | OBRIGATORIEDADE | ORCAMENTO | PAGAMENTO | PERCENTAGEM | PERIODO | PRAZO | PROFESSOR DE EDUCACAO FISICA | PROPORCIONALIDADE | PSICOLOGO | RAMPA | SALARIO MINIMO | TERAPEUTA OCUPACIONAL | TREINAMENTO | UTILIZACAO;Ver. EDER JOFRE (PSDB)
PL 271/1996;ESTABELECE A CRIAÇÃO DO PROGRAMA DE ATENDIMENTO INTE- GRADO DA INFÂNCIA E DO ADOLECENTE, E DÁ OUTRAS PROVI- DÊNCIAS.;ABUSO | ADOLESCENTE | ADOLESCENTE NO OFICIO | ALUNO REGULAR | APRENDIZ | APRENDIZAGEM | ASSISTENCIA AO MENOR | ATENDIMENTO VINTE E QUATRO HORAS | ATIVIDADE EDUCATIVA | AUTARQUIA | BAIXA RENDA | CABELEIREIRO | CADASTRO | CAMPANHA EDUCATIVA | CARREGADOR | CELETISTA | CHOCOLATE | CIENCIA DA COMPUTACAO | COLOCACAO | COMERCIALIZACAO | COMUNIDADE | CONFEITARIA | CONTRATACAO | COSTUREIRO | CRIANCA | CRIANCA CARENTE | CURSOS | CURSOS E OFICIOS | DATILOGRAFIA | ELETRICISTA | ENCAMINHAMENTO | ENSINO DE PRIMEIRO GRAU | ENSINO DE SEGUNDO GRAU | ENSINO PROFISSIONALIZANTE | ENSINO SUPLETIVO | ESTUDANTE | FAMILIA | FEIRA LIVRE | FORMACAO PROFISSIONAL | FREQUENCIA ESCOLAR | HORARIO DE TRABALHO | IDADE | INGRESSO | INSTITUICAO ASSISTENCIAL | JORNADA DE TRABALHO | MANICURE | MAO DE OBRA | MARCENARIA | MENINOS E MENINAS NA FEIRA | MENOR ABANDONADO | MENOR ASSISTIDO | MERCADO DE TRABALHO | NEGLIGENCIA | ONG | ORIENTACAO | PADARIA | PEDICURE | PISO SALARIAL | PMSP | PROGRAMA | PROGRAMA DE ATENDIMENTO INTEGRADO DA INFANCIA E DA ADOLESCENCIA | PROGRAMA DO BOM MENINO | PROJETO | PROTECAO | REMUNERACAO | S.O.S. ACOMPANHAMENTO FAMILIAR | S.O.S. CRIANCA | SALARIO MINIMO | SECRETARIA MUNICIPAL | SECRETARIA MUNICIPAL DE ABASTECIMENTO | SELECAO | SERVICO TELEFONICO | SETOR PRIVADO | SOCIEDADE DE ECONOMIA MISTA | SUBPROGRAMA | SUBVENCAO | SUPERVISAO | TERCEIRIZACAO | TRABALHO INFANTIL | UNIFORME | VAGA | VIOLENCIA | VIOLENCIA CONTRA A CRIANCA | VIOLENCIA CONTRA O ADOLESCENTE;Ver. AURÉLIO NOMURA (PSD)
PL 270/1996;ESTABELECE A CRIAÇÃO DO PROGRAMA CASA DA CRIANÇA E DO ADOLECENTE, E DÁ OUTRAS PROVIDÊNCIAS.;ABRIGO | ABUSO | ACOMPANHAMENTO | ADOLESCENTE | ARTESANATO | ASSISTENCIA AO MENOR | ASSISTENCIA MEDICA | ASSISTENCIA SOCIAL | ASSISTENTE SOCIAL | ATIVIDADE EDUCATIVA | AVALIACAO | AVALIACAO PSICOLOGICA | AVALIACAO SOCIO ECONOMICA | CADASTRO | CASA ALBERGUE | CASA DE APOIO | CASA NOVO LAR | COMUNIDADE | CONFECCAO ( VESTUARIO ) | CONTRATACAO | CRIACAO | CRIANCA | CRIANCA CARENTE | EDUCACAO | ENCAMINHAMENTO | ENSINO | FAMILIA | HORTICULTURA | IDADE | INSTITUICAO ASSISTENCIAL | JARDINAGEM | LAR SUBSTITUTO | LIMITACAO | MEDICO | MENOR ABANDONADO | NEGLIGENCIA | OBRIGATORIEDADE | OFICINA ( CURSO ) | ONG | PROFESSOR | PROGRAMA CASA DA CRIANCA E DO ADOLESCENTE | PSICOLOGO | QUANTIDADE | REMUNERACAO | S.O.S. CRIANCA | SECRETARIA MUNICIPAL | SELECAO | SERIGRAFIA | SERVICO PEDAGOGICO | SERVICO SOCIAL | SERVICOS ADMINISTRATIVOS | SERVIDOR | SETOR PRIVADO | SUBVENCAO | SUPERVISAO | VALOR | VIOLENCIA | VIOLENCIA CONTRA A CRIANCA | VIOLENCIA CONTRA O ADOLESCENTE;Ver. AURÉLIO NOMURA (PSD)
PL 269/1996;Autoriza a celebração de consorcio com o Municipio de Taboão da Serra, e dá outras providências.;ABERTURA DE LOGRADOURO | ALFREDO MENDES DA SILVA ( RUA ) | APROVACAO | BUTANTA ( DISTRITO ) | CAMPO LIMPO ( ESTRADA DO ) ( JARDIM SAO LUIS ) | CANALIZACAO | CONSERVACAO | CONSORCIO INTERMUNICIPAL | CONSTRUCAO | CORREGO | CUSTO | DESPESA | FISCALIZACAO | LISTA | MELHORAMENTO PUBLICO | NOME | OBRA PUBLICA | ORCAMENTO | ORGAOS PUBLICOS | PIRAJUSSARA ( AVENIDA ) | PIRAJUSSARA ( CORREGO ) | PMSP | PRAZO | PROJETO | PROJETO VIARIO | REPRESENTANTE | RESPONSABILIDADE | SAO PAULO ( MUNICIPIO ) | TABOAO ( LARGO DO ) | TABOAO DA SERRA ( MUNICIPIO );Executivo - PAULO MALUF
PL 268/1996;Dispoe sobre criação de pça publica em area Municipal inominada localizada na confluencia da Rua Lactancio, com a Rua Alexandre Dias Nogueira, Vila Nova Curuça,e dá outras providências.;ADELCO DE ALMEIDA | ADELCO DE ALMEIDA ( PRACA ) | ADMINISTRACAO REGIONAL DE SAO MIGUEL PAULISTA | ALEXANDRE DIAS NOGUEIRA ( RUA ) | AREA MUNICIPAL | CRIACAO | DENOMINACAO | LACTANCIO ( RUA ) | LOGRADOURO PUBLICO | PRACA PUBLICA | VILA CURUCA ( DISTRITO ) | VILA NOVA CURUCA;Ver. ANA MARTINS (PC DO B)
PL 267/1996;Denomina Pça Adelço de Almeida,area Municipal inomina da localizada na confluencia da Rua Lactâncio, com  a Rua Alexandre Dias Nogueira, Vila Nova Curuça, e   dá outras providências.;ADELCO DE ALMEIDA | ADELCO DE ALMEIDA ( PRACA ) | ADMINISTRACAO REGIONAL DE SAO MIGUEL PAULISTA | ALEXANDRE DIAS NOGUEIRA ( RUA ) | AREA MUNICIPAL | DENOMINACAO | LACTANCIO ( RUA ) | LOGRADOURO PUBLICO | PRACA PUBLICA | VILA CURUCA ( DISTRITO ) | VILA NOVA CURUCA;Ver. ANA MARTINS (PC DO B)
PL 266/1996;DISPÕE SOBRE O FORNECIMENTO DA LEI ORGÂNICA DO MUNICÍ PIO DE SÃO PAULO AOS ESTUDANTES DE DIREITO, E DÁ  OU- TRAS PROVIDÊNCIAS.;ANO LETIVO | DIREITO | DOACAO | ENSINO SUPERIOR | ESTUDANTE | FACULDADE | FORNECIMENTO | GRATUIDADE | LEI ORGANICA DO MUNICIPIO | PERIODO | UNIVERSITARIO;Ver. TONINHO PAIVA (PL)
PL 265/1996;INSTITUI E OFICIALIZA O CAMPEONANTO MUNICIPAL DO ATLE TA PORTADOR DE DEFICIÊNCIA FÍSICA E DÁ OUTRAS  PROVI- DÊNCIAS.;CAMPEONATO MUNICIPAL DO ATLETA PORTADOR DE DEFICIENCIA FISICA | COMPETENCIA | COMPETICAO ESPORTIVA | CONVENIO | CRIACAO | DEFICIENTE FISICO | ESPORTE | EVENTOS | OFICIALIZACAO | ORGANIZACAO | ORGAOS PUBLICOS | PESSOA COM DEFICIENCIA | SECRETARIA MUNICIPAL DE ESPORTES, LAZER E RECREACAO | SETOR PRIVADO | SOCIEDADE CIVIL;Ver. BRUNO FEDER (PPB)
PL 264/1996;Cria no Municipio de São Paulo, O Centro Olimpico  do Atleta Deficiente -COAD, e dá outras providências.;ACESSO | ADAPTACAO | ATLETA | CENTRO OLIMPICO DO ATLETA DEFICIENTE | CIRCULACAO | COMPETENCIA | CONSTRUCAO | CONVENIO | CRIACAO | DEFICIENTE FISICO | EQUIPAMENTOS | ESPORTE | INSTALACOES | INTEGRACAO SOCIAL | ORGAOS PUBLICOS | PESSOA COM DEFICIENCIA | RAMPA | SECRETARIA MUNICIPAL DE ESPORTES, LAZER E RECREACAO | SEGURANCA | SETOR PRIVADO | SOCIEDADE CIVIL;Ver. BRUNO FEDER (PPB)
PL 263/1996;Autoriza a concessão de direito real de uso de   area Municipal ao Intituto Brasileiro de Controle       do Cancer-IBCC, e dá outras providências.;ACESSO | ADMINISTRACAO REGIONAL DA MOOCA | ALCANTARA MACHADO ( AVENIDA ) | AMPLIACAO | APROVACAO | AREA MUNICIPAL | ASSENTIMENTO PREVIO | AUTORIZACAO | BELENZINHO ( BAIRRO ) | BENFEITORIA | CONCESSAO DE USO | CONCESSIONARIA | CONSERVACAO | CONSTRUCAO | CONVENIO | CUMPRIMENTO | DANOS | DESCUMPRIMENTO | DESPESA | DESTINACAO | DEVOLUCAO | DISPENSA DE LICITACAO | DISSOLUCAO | ESTACIONAMENTO | EXTINCAO | FISCALIZACAO | HOSPITAL | IMPOSTOS | INCORPORACAO | INDENIZACAO | INOBSERVANCIA | INSTALACOES | INSTITUTO BRASILEIRO DE CONTROLE DO CANCER | JOAO TOBIAS ( RUA ) | LAVRATURA | LEGISLACAO | LICITACAO | LIMPEZA | MANUTENCAO | MOOCA ( DISTRITO ) | NOTIFICACAO | OBRIGATORIEDADE | PATRIMONIO | PMSP | POSSE | PRAZO | PROIBICAO | RADIAL LESTE ( COMPLEXO VIARIO ) | REFORMA | REGISTRO | REQUISITOS | RESCISAO | RESPONSABILIDADE | TARIFAS | TAXAS | TERCEIROS | TURBACAO | UTILIZACAO | ZONEAMENTO;Executivo - PAULO MALUF
PL 262/1996;INTRODUZ ALTERAÇÕES NO PROGRAMA DE INSPEÇÃO E MANUTEN ÇÃO DE VEÍCULOS EM USO, INSTITUÍDO PELA LEI No.   11. 733, de 27 DE MARÇO DE 1995, E DÁ OUTRAS PROVIDÊNCIAS (em regime de urgência);ALTERACAO | ANTECIPACAO | AUTORIZACAO | CERTIFICACAO AMBIENTAL | CET | CIRCULACAO | CONTROLE DA POLUICAO | CRONOGRAMA | DEBITOS | DIVIDA | DSV | FISCALIZACAO | IMPLANTACAO | INFRACAO | INSPECAO | INSPECAO VEICULAR | LEI 11.733/1995 | LEI 12.157/1996 | LICENCIAMENTO | MANUTENCAO | MULTA | OBRIGATORIEDADE | ORGAO FISCALIZADOR | ORGAOS MUNICIPAIS | PENALIDADE | PMSP | POLUICAO | POLUICAO DO AR | PRAZO | PROPRIETARIO | PROTECAO AMBIENTAL | SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE | TRAFEGO | TRANSITO | UTILIZACAO | VEICULOS | VINCULACAO | VISTORIA;Executivo - PAULO MALUF
PL 261/1996;Aprova tracado de faixa de terreno em Santana, revoga a Lei no.9.064/80, e dá outras providências.;ABERTURA | ADMINISTRACAO REGIONAL DE SANTANA | APROVACAO | AREA NON AEDIFICANDI | CHAPADINHA ( TRAVESSA ) | CLAUDIO RODRIGUES LOPES ( RUA ) | DESAPROPRIACAO | FAIXA DE TERRENO | IMIRIM | IMOVEL LINDEIRO | LEI 09.064/1980 | MANDAQUI ( DISTRITO ) | REVOGACAO | RUA PARTICULAR | SANTANA ( DISTRITO ) | UTILIDADE PUBLICA | VIELA SANITARIA;Executivo - PAULO MALUF
PL 260/1996;Denomina Nazareno Ortenzi a Viela 2, localizada entre as ruas Chamanta, e Joviniano Brandão, e dá    outras providências.;ADMINISTRACAO REGIONAL DA MOOCA | CHAMANTA ( RUA ) | DENOMINACAO | DOIS ( VIELA ) | JOVINIANO BRANDAO ( RUA CORONEL ) | LOGRADOURO PUBLICO | MOOCA ( DISTRITO ) | NAZARENO ORTENZI ( VIELA ) | PARQUE DA MOOCA ( BAIRRO ) | VIELA;Ver. ARCHIBALDO ZANCRA (PL*)
PL 259/1996;DENOMINA PRAÇA GERALDO PEIXOTO DE SOUZA, A PRAÇA  SEM DENOMINAÇÃO, LOCALIZADA NA RUA CONDESSA AMALIA  MATA- RAZZO, ESQUINA COM A RUA BRUNA GALEIA, NO JARDIM PERI E DÁ OUTRAS PROVIDÊNCIAS.;ADMINISTRACAO REGIONAL DA FREGUESIA DO O | AMALIA MATARAZZO ( RUA CONDESSA ) | BRUNA GALLEA ( RUA ) | CACHOEIRINHA ( DISTRITO ) | CAIENA ( RUA ) | DENOMINACAO | ESPACO PUBLICO | GERALDO PEIXOTO DE SOUSA ( PRACA ) | JARDIM PERI | LEI 12.235/1996 | LOGRADOURO PUBLICO | PRACA PUBLICA;Ver. JOSE VIVIANI FERRAZ (PL*)
